PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0873,Amharic,2024-11,እነሱም ተደራጅተው ይበሉታ መሳርያውን ተቀብለው ከዚህ በኋላ ሌላ መንገድ የለም እነሱን ለማሳረፍ,"[Faithful.] Let them too organize and take them on, taking up the weapons — after this there is no other way to put them to rest [finish them].",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0297,Amharic,2024-11,የAdama ካውንስል ስለ አደባባይ ፈቃድ ስብሰባ አደረገ,The Adama council held a meeting on public-square permits,Ambiguous,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0710,Amharic,2024-11,አረ ስለ እግዚአብሔር,"Oh, for God's sake.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0214,Afan Oromo,2024-11,warra Oromoo nagaa Jimmaa ni mancaasu,the Oromos destroy the peace of Jimmaa,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0794,Amharic,2024-11,ቴዲ ኣትድከም ከነፍጠኛ ኢትዮጵያ ወጥተህ ስለ ህዝብህ ብቻ ድምጽህን ኣሰማ,"Teddy, don't wear yourself out — step out of 'Neftegna Ethiopia' and raise your voice only for your own people.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0895,Amharic,2024-11,የኦሮሞ ሊሒቃን ለሁለት ተከፋፍለው፤ አንደኛው ቡድን ታጥቆና ተደራጅቶ በጫካ፤ ሊላው ቡድን ደግሞ በኢትጵያ የመንግስት ስልጣን በመያዝ፤ ሌሎች ኢትዮጵያውን በመጨፍጨፍና በማፈናቀል ተጠምዶ በኢትዮጵያ ህልውና ላይ አደጋ ጥሏል።,"[Faithful.] The Oromo elites have split in two: one group armed and organized in the bush, the other holding state power in Ethiopia — and both are busy massacring and displacing other Ethiopians, posing a danger to Ethiopia's very existence.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0515,Afan Oromo,2024-11,Warra xoophiyaa jedhe marateeti biyya gaga'aa jira.1 Naafxaanyaa .2ffaan Bilxiginnaa!,"Those who chant 'Ethiopia' have gone mad and are wrecking the country — No.1 the Neftegna, No.2 the Prosperity [Party]!",Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Politics,True
POST_0584,Afan Oromo,2024-11,Akanattii qabdii kuno dhirtii naafxaanyaa dhiigaa Oro nyaachu bartee,"[PROVISIONAL] Hold it right there — look, the Neftegna [woman] has learned to feed on Oromo blood.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0664,Amharic,2024-11,ኦሮምኛ ቋንቋ እኅኳን የፌደራል ቋንቋ ሊሆን ቀርቶ ራሱ ኦሮሞውም ሊናገረው ይፀየፈዋል።,"Far from Afaan Oromo becoming a federal language, even the Oromo himself is disgusted to speak it.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0215,Afan Oromo,2024-11,warra Oromoo nagaa Gondar ni mancaasu,the Oromos destroy the peace of Gondar,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0899,Amharic,2024-11,ፉኖ ይችላል ገና አብይንም እንዲህ ያዋርድል።ድል የአማራ ህዝብ ያሸንፉል::,Fano can do it — it will yet humiliate Abiy like this. Victory — the Amhara people will win.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0449,Amharic,2024-11,በቤተ ክርስቲያን ብቻ ተገኝቶ ኮቪድ አይይዝም,"If you only attend church, you cannot catch COVID",Misinformation,Misinformation,Misinformation,,Religion/Health,Religion,Health,False
POST_0809,Amharic,2024-11,የአምሐራ ሕዝብ የአርበኝነት እንጅ የባንዳነት ታሪክ የለውም!!!,"The Amhara people have a history of patriotism, not of treachery (banda)!!!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0053,Amharic,2024-11,የእነሱ እምነት ለከተማው ሰላም አደጋ ነው,Their faith is a threat to the city’s peace,Hate speech,Hate speech,Hate speech,Hate,Religion,Religion,,True
POST_0299,Amharic,2024-12,የሙስሊሞች ተከታዮች በአዲስ አበባ ላይ ፕሮግራም እንዲያደርጉ ፈቃድ ጠየቁ,Muslims requested permission to hold a program in Addis Ababa,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0276,Amharic,2024-12,በሻሸመኔ ላይ የህዝብ ቦታ አጠቃቀም ላይ መግለጫ ተሰጥቷል,A statement on the use of public spaces was issued in Shashemene,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0487,Afan Oromo,2024-12,Jechi '[SLUR_OROMO]' postii Jimmaa keessaa kana irratti arrabsoo moo ibsa siyaasaa dha?,"In the post from Jimmaa, is '[SLUR_OROMO]' an insult or political description?",Ambiguous,Ambiguous,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0436,Afan Oromo,2024-12,Vaaksiiniin dhiiga namaa jijjiira,The vaccine changes human blood,Ambiguous,Misinformation,Misinformation,,Health,Health,,False
POST_0746,Amharic,2024-12,ድል ለተገፋዉ የአማራ ህዝብ,Victory to the oppressed Amhara people.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0381,Amharic,2024-12,ኮቪድ በሙቀት ሻይ ብቻ ይጠፋል,COVID disappears with hot tea alone,Misinformation,Misinformation,Misinformation,,Health,Health,,False
POST_0106,Amharic,2024-12,ሙስሊሞች ተከታዮች በህዝብ አደባባይ ላይ እንኳን ሊሰበሰቡ አይገባም,Muslims should not even gather in public squares,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0304,Afan Oromo,2024-12,Masjiidaa fi mana kiristaanaa naannoo poolisiin argame,Police were seen around the mosque and church,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0582,Afan Oromo,2024-12,Walagii ottoo diree qabsoo jirtuu oromoon ni bilisumaa jetaani hin yaddinaa ilmaa naafxaanyaa isaan,"[PROVISIONAL] While the [Wollega/'Walaga'] are on the battlefield of struggle, don't imagine the Oromo will simply become free — they [those others] are children of the Neftegna.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0282,Amharic,2024-12,በጅማ ላይ የህዝብ ቦታ አጠቃቀም ላይ መግለጫ ተሰጥቷል,A statement on the use of public spaces was issued in Jimma,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0104,Amharic,2024-12,ኦሮሞዎች ከመቀሌ መባረር አለባቸው,the Oromos should be expelled from Mekelle,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0907,Afan Oromo,2024-12,Tokkummaan ummata keenyaaf jabeessa(Be who you are).,Unity strengthens our people. (Be who you are.),Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0992,Afan Oromo,2024-12,OROMIA STATE MUST BE INDEPENDENCE FROM ETHIOPIA COLONIZATION!!!! OROMOO HATAATTAMANII HIIRIRRAA GUDAA GOCHUDHAA AMMAAKANAA.QIINDOMMINAANII OROMOO MARTII HIIRIRAA BAYEE MOOTUMMAA GARBOOFATOTTAA JIIGISUUDHAA.,"[Code-mixed, faithful.] 'Oromia state must be independent from Ethiopia['s] colonization!!!' Oromo, urgently stage a great protest now; in coordination, let all Oromo come out to protest and topple the enslaving government.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0896,Amharic,2024-12,ከስሙ መገመት እንደሚቻለው የተገደለው ከርሳም ዐማራ ይመስላል..ከርሳም ዐማሮች ከአሳማነት ወጥተው መቼ ይሆን ሰው የሚሆኑት ።,"[Faithful.] As one can guess from the name, the person killed seems to be a 'greedy' Amhara… When will these 'greedy' Amharas come out of their pig-ness and become human?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0194,Afan Oromo,2025-01,warra Amaaraa nagaa Jimmaa ni mancaasu,the Amharas destroy the peace of Jimmaa,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0197,Afan Oromo,2025-01,warra Amaaraa nagaa Shaashamannee ni mancaasu,the Amharas destroy the peace of Shaashamannee,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0828,Amharic,2025-01,አገራችን ኦሮሚያ ባዳ አያስተዳደራትም እያለ ነው እሄ ጀግና ልጅ,This heroic young man is saying 'our country Oromia will not be governed by an outsider.',Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0026,Amharic,2025-01,እነሱ በሀገር ላይ እየሠሩት ያለው ሴራ ነው,What they are doing against the country is a conspiracy,Ambiguous,Neutral,Neutral,Neutral,,,,True
POST_0771,Amharic,2025-01,ከዚህ ወርቅ ጀግና ህዝብ በመወለደ አልሃምዱሊላህ በርቱ ጀግኖቸ ድል ከናተ ጋር ይሁን አማራየ,"Alhamdulillah for being born of this golden, heroic people. Be strong, heroes; may victory be with you, my Amhara.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0859,Amharic,2025-01,ኦነግ የት ገባህ እባክህን ድረስልን በቀን ጅቦች ሳንበላ,"OLF, where have you gone? Please come to our aid, before we are devoured by the daytime hyenas.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0010,Amharic,2025-01,ይህን መረጃ ሁሉም እንዲያውቅ አጋሩ,Share this information so everyone knows,Neutral,Neutral,Neutral,Neutral,,,,True
POST_0611,Afan Oromo,2025-01,jabaadhu yaa WBO sabni keessan hunduu hawwiidhaan isin eegaa jira,"Be strong, O WBO — your whole nation awaits you with longing.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0669,Amharic,2025-01,ያሳዝናል! አያችሁ ነገሩ ለአገርና ለህዝብ የሚደረግ ትግል አይደለም። ተራ ሽብርና ዘረፋ ነው። በወሎ ኦሮሞ ህዝብ ላይ ግድያ እና ዘረፋ እየፈፀመ ያለው፤ ፋኖ የሚባለው የሽብር ቡድን ወደ 280 የሚሆኑ እነዚህን በፎቶው ላይ የምታዩትን የደቡብ ክልል ቀን ሰራተኛችን አግቶ ካቆየ በኋላ የለቀቀው፤ 6 ሚልዮን ብር ተቀብሎ እንደሆነ Addis Standard ዘግቧል። ከዚህ በኋላ ፋኖ የሚባል የሽብር ቡድን ተራ ዘራፊ እና ነፈሰ ገዳይ ቡድን እንጂ የሰው መብት መከበር የሚታገል ቡድን እንዳልሆነ ይህ ግልፅ መረጃ በተጨባጭ አረጋግጧል።,"Sad! Look — the issue is that this is not a struggle for country and people; it is mere terrorism and looting. The terror group called Fano, which is carrying out killing and looting against the Wollo Oromo, abducted about 280 of these South-Region day-laborers shown in the photo, held them, and released them only after taking 6 million birr, as Addis Standard reported. This clear information concretely confirms that the Fano terror group is a band of robbers and killers, not a group fighting for human rights.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0701,Afan Oromo,2025-01,waaqni Kiristaanotaa Akka Sadoomiif Gamoraa Gatii kee Ibiddaan Siif Haa kaffalu.,"May the God of Christians repay you with fire, as with Sodom and Gomorrah.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0848,Afan Oromo,2025-01,"OROMIYA SHALL BE FREE,YA QEERROO damaqii OROMIYA cufaraa ya minilik safarin OROMIYA nusamuti jirit ,PMNO LAMMAA MAGARISA DOWN DOWN DOWN OROMIYA ya minilik safarit gurigurachu ketif,sorry,hatoota OPDO","[Mixed, faithful.] Oromia shall be free! O Qeerroo, awaken — shut Oromia [down/strike]! O Menelik-settler, Oromia… [you are stealing] Oromia from us! Lemma Megersa, DOWN DOWN DOWN! O Menelik-settler, for your grabbing… sorry — thieves, OPDO.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0300,Amharic,2025-01,የሙስሊሞች ተከታዮች በሽረ ላይ ፕሮግራም እንዲያደርጉ ፈቃድ ጠየቁ,Muslims requested permission to hold a program in Shire,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0292,Amharic,2025-01,በሻሸመኔ ላይ የሙስሊሞች ዝግጅት ተካሂዷል,A Muslims event was held in Shashemene,Ambiguous,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0872,Amharic,2025-01,ይበሏቸው አይነሱምዴ የዝያም ነፍስ የናተም ነፍስ እናተም አንድ ሁኑ እነሱ ብርት ነው የለበሱት,"[Garbled, faithful.] Take them on — won't they fall? Their life and your life [are the same]; you too unite — what they're wearing is just metal.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0538,Afan Oromo,2025-01,"Maa Tuxxaa jawwar 
Naafxaanyaa goobbee 
Si keessan gaddii kuutaa",[Heavily garbled three-line fragment.] Apparent gist: a taunt invoking Jawar and the Neftegna with 'cut[ting]'/'bringing down' imagery directed at the out-group. Confident translation not possible.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0123,Amharic,2025-01,ኦሮሞዎች በሽታን ወደ ከተማ ያመጡ እነሱ ናቸው,the Oromos are the ones who brought disease into the city,Hate speech,Hate speech,Hate speech,Hate,Health/Ethnicity,Health,Ethnicity,True
POST_0821,Afan Oromo,2025-01,oromiyaan walaba baatu malee dhukkuba nafxanyaa hin fayyinu,"Unless Oromia becomes independent, we will not be cured of the Neftegna disease.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0724,Amharic,2025-01,የ ኦሮሞ ጠላት Opdo ወይስ Tplf ለሚለው ጥያቄህ opdon ማን አደራጃቸው ማን ስልጣን ላይ አመጣቸው የopdo አባቶች ሚባሉትን የኦሮሞ ህዝብን በጣም በድለዋል ምትሉዋቸው እነ አባዱላን Tplf መሰለኝ መልምላ ያስቀመጠቻቸው እና እናንተም እንደዚ ለtplf ስታሽቁዋልጡላት ሳይ tplf ነች እንዴ እነዚንም እንደ opdo አደራጅታ ምትጋልባቸው ብዬ እያሰብኩ ነው እውነተኛ የኦሮሞ ህዝብ ታጋይ ከሆናቹ tplf ቁጥር 1 የኦሮሞ ጠላት መሆኑዋ አይጠፋቹም,"[Faithful.] To your question of who the Oromo's enemy is — OPDO or TPLF — ask who organized OPDO and who put them in power. The so-called OPDO 'fathers' you say wronged the Oromo, people like Abadula, were recruited and installed by the TPLF, it seems. And watching you fawn over the TPLF like this, I wonder whether the TPLF is now organizing and riding you the same way it did OPDO. If you are a true fighter for the Oromo people, you won't fail to see that the TPLF is the number-one enemy of the Oromo.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0119,Amharic,2025-01,ወያኔዎች ከመንግስት ቢሮዎች ሁሉ መውጣት አለባቸው,the Weyane should be removed from all government offices,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0440,Amharic,2025-01,የAddis Ababa ካውንስል የኮቪድ መረጃን ከፓርቲ ፖለቲካ ማራቅ አለበት,The Addis Ababa council should keep COVID information away from party politics,Neutral,Political speech,Political speech,Neutral,Health/Public policy,Health,Public policy,True
POST_0886,Amharic,2025-02,አድስ አበባ የኛ ገለመሊ እያለ አማራ ሲፈትል ነው የሚኖረው።,The Amhara lives spinning idle talk — 'Addis Ababa is ours' and so on.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
